Project Name/TEST													
Project Type/Forward-Shot													
Shot Offset/5/meter													
Geophone Interval/5/meter													
Trigger Value/0,25/miliVolt													
Data Count/501													
Record Length/500/microSecond													
Comments/TEST													
Time	Channel-1	Channel-2	Channel-3	Channel-4	Channel-5	Channel-6	Channel-7	Channel-8	Channel-9	Channel-10	Channel-11	Channel-12	Channel-13
71	0,258819045	0,041964419	0,087103623	0,028021547	0,037808115	0,044154459	0,06804732	0,076315304	0,072340746	0,042652328	0,033699781	0,017549767	0,258819045
72	-0,2	0,00833299	0,094903565	0,09817707	0,068432021	0,02603309	0,06871734	0,047797836	0,087226036	0,070446446	0,038305354	0,060657093	0,5
73	-0,647047613	0,006126128	0,054365144	0,092868565	0,046252303	0,078812746	0,015766217	0,003279679	0,032518124	0,054661027	0,095515049	0,005647193	0,707106781
74	-1,25	0,042811077	0,021584613	0,027460561	0,072745017	0,089261145	0,04962841	0,040131999	0,09057913	0,055999986	0,070071931	0,056363231	0,866025404
75	-1,767766953	0,082177408	0,077378252	0,072504013	0,037356604	0,089739083	0,083068898	0,093303095	0,005895325	0,002875798	0,072932314	0,040006537	0,965925826
76	-2,165063509	0,040369726	0,046408188	0,021332732	0,023125617	0,048233105	0,080675772	0,093753721	0,083061857	0,007304123	0,03269242	0,064147775	1
77	-2,414814566	0,032062842	0,099678303	0,041375165	0,068996889	0,010580673	0,039235416	0,022721894	0,019340296	0,012601185	0,076698448	0,082571172	0,965925826
78	-2,5	0,093347467	0,030320505	0,078072021	0,09575403	0,027768278	0,095318246	0,055843137	0,092045013	0,049230429	0,032918489	0,04010882	0,866025404
79	-2,414814566	0,019208725	0,028564742	0,084988661	0,015416711	0,050865816	0,048441299	0,078373374	0,063969192	0,083897293	0,088790601	0,021624994	0,707106781
80	-2,165063509	0,05629485	0,03918695	0,0489821	0,044026235	0,063319915	0,063757649	0,09015084	0,011693283	0,091076011	0,052319342	0	0,5
81	-1,767766953	0,019030859	0,019516667	0,074686429	0,082721945	0,024901091	0,092870432	0,052426623	0,009768269	0,071569202	0,081525706	0,258819045	0,258819045
82	-1,25	0,054543475	0,066297932	0,08639683	0,076559441	0,022196779	0,063652315	0,073170887	0,048955542	0,048576199	0,030809639	0,5	-0,2
83	-0,647047613	0,038591022	0,02383272	0,000161958	0,03314907	0,093554811	0,040879676	0,055368443	0,092262347	0,045261968	0,044315958	0,707106781	-0,647047613
84	-0,2	0,003642779	0,09726183	0,000925885	0,06668128	0,029050976	0,096231599	0,099597855	0,024478607	0,057206128	0,078434051	0,866025404	-1,25
85	0,258819045	0,032545569	0,078712502	0,058787076	0,062672258	0,018119519	0,010582194	0,053184761	0,065621708	0,076734375	0,077215441	0,965925826	-1,767766953
86	0,5	0,090606471	0,074845557	0,015523097	0,074749374	0,018684078	0,081718572	0,079467406	0,097911071	0,086482351	0,02389824	1	-2,165063509
87	0,707106781	0,026997002	0,037625072	0,080734394	0,025832675	0,022665861	0,094218019	0,07946814	0,03084721	0,00483907	0,036086684	0,965925826	-2,414814566
88	0,866025404	0,0109762	0,092888724	0,021459004	0,077916675	0,00191981	0,036609354	0,084860464	0,048723192	0,095804631	0,096437147	0,866025404	-2,5
89	0,965925826	0,078825306	0,079762834	0,097788627	0,062288357	0,093113061	0,061277356	0,057779512	0,087706671	0,076522114	0,019711273	0,707106781	-2,414814566
90	1	0,000510702	0,025345202	0,063352139	0,002027085	0,048661214	0,014297825	0,051667613	0,076357707	0,075488075	0	0,5	-2,165063509
91	0,965925826	0,082606794	0,008233646	0,078530181	0,088329688	0,027574335	0,054739231	0,050344954	0,034457822	0,007766381	0,258819045	0,258819045	-1,767766953
92	0,866025404	0,087563663	0,004460194	0,031991273	0,083849419	0,035916724	0,064721313	0,078447307	0,088597747	0,027832246	0,5	-0,2	-1,25
93	0,707106781	0,084939338	0,028984101	0,006382817	0,060802137	0,054427757	0,082655483	0,027990071	0,046422501	0,024762927	0,707106781	-0,647047613	-0,647047613
94	0,5	0,064890857	0,017535561	0,035237066	0,079944223	0,043679072	0,03027365	0,098672664	0,095009187	0,046976381	0,866025404	-1,25	-0,2
95	0,258819045	0,070604732	0,010612778	0,077758786	0,060162076	0,085258467	0,049161296	0,078105064	0,023835606	0	0,965925826	-1,767766953	0,258819045
96	3,68E-16	0,005930534	0,021521109	0,047971572	0,090391594	0,004042404	0,056965213	0,059801696	0,029265754	0,258819045	1	-2,165063509	0,5
97	0,048278462	0,075371419	0,074339288	0,074270346	0,078345458	0,015231043	0,015399095	0,064281633	0,064436164	0,5	0,965925826	-2,414814566	0,707106781
98	0,03845884	0,041488087	0,082922741	0,054391951	0,038407422	0,072896028	0,022700131	0,096079734	0,03147772	0,707106781	0,866025404	-2,5	0,866025404
99	0,049092082	0,014220566	0,042762292	0,095211388	0,021319955	0,014565361	0,084593955	0,096240663	0,007589983	0,866025404	0,707106781	-2,414814566	0,965925826
100	0,095318894	0,002985354	0,036871877	0,058032198	0,067467077	0,062391696	0,009749026	0,084241741	0	0,965925826	0,5	-2,165063509	1
101	0,007806309	0,006805584	0,066675473	0,056947975	0,07183029	0,012209542	0,08059055	0,07146997	0,258819045	1	0,258819045	-1,767766953	0,965925826
102	0,00957064	0,027590102	0,082422249	0,073657739	0,081924352	0,010828924	0,005739473	0,045041994	0,5	0,965925826	-0,2	-1,25	0,866025404
103	0,080006801	0,099933698	0,042595079	0,052721674	0,079397544	0,003860669	0,048348304	0,018375039	0,707106781	0,866025404	-0,647047613	-0,647047613	0,707106781
104	0,084946922	0,030010969	0,000192344	0,073484262	0,098109032	0,048749187	0,083869279	0,072139416	0,866025404	0,707106781	-1,25	-0,2	0,5
105	0,092991995	0,030102198	0,064256958	0,033651441	0,023133108	0,009880312	0,024938958	0	0,965925826	0,5	-1,767766953	0,258819045	0,258819045
106	0,046890194	0,099927631	0,09047351	0,08380285	0,01806798	0,076595294	0,078608159	0,258819045	1	0,258819045	-2,165063509	0,5	3,68E-16
107	0,029011776	0,054018005	0,040675944	0,056411783	0,073508173	0,002285782	0	0,5	0,965925826	-0,2	-2,414814566	0,707106781	0,042222456
108	0,062547723	0,022195849	0,080552473	0,008593079	0,083350833	0,058680968	0,258819045	0,707106781	0,866025404	-0,647047613	-2,5	0,866025404	0,0345341
109	0,0830436	0,043895026	0,057432621	0,028112158	0,021493372	0	0,5	0,866025404	0,707106781	-1,25	-2,414814566	0,965925826	0,050381211
110	0,050814195	0,030610484	0,01868166	0,086868824	0,076986305	0,258819045	0,707106781	0,965925826	0,5	-1,767766953	-2,165063509	1	0,067550885
111	0,014052095	0,046640748	0,083766954	0,049660822	0	0,5	0,866025404	1	0,258819045	-2,165063509	-1,767766953	0,965925826	0,092591245
112	0,096948505	0,010103449	0,020980709	0	0,258819045	0,707106781	0,965925826	0,965925826	-0,2	-2,414814566	-1,25	0,866025404	0,068045103
113	0,068212322	0,094022265	0	0,258819045	0,5	0,866025404	1	0,866025404	-0,647047613	-2,5	-0,647047613	0,707106781	0,042913028
114	0,066724132	0	0,258819045	0,5	0,707106781	0,965925826	0,965925826	0,707106781	-1,25	-2,414814566	-0,2	0,5	0,072591512
115	0,071414207	0,258819045	0,5	0,707106781	0,866025404	1	0,866025404	0,5	-1,767766953	-2,165063509	0,258819045	0,258819045	0,035655906
116	0,031742265	0,5	0,707106781	0,866025404	0,965925826	0,965925826	0,707106781	0,258819045	-2,165063509	-1,767766953	0,5	3,68E-16	0,045199846
117	0,024897137	0,707106781	0,866025404	0,965925826	1	0,866025404	0,5	-0,2	-2,414814566	-1,25	0,707106781	0,050343187	0,052709
118	0,0494614	0,866025404	0,965925826	1	0,965925826	0,707106781	0,258819045	-0,647047613	-2,5	-0,647047613	0,866025404	0,018915142	0,059893536
119	0,024266659	0,965925826	1	0,965925826	0,866025404	0,5	-0,2	-1,25	-2,414814566	-0,2	0,965925826	0,014746324	0,087734914
120	0,069049319	1	0,965925826	0,866025404	0,707106781	0,258819045	-0,647047613	-1,767766953	-2,165063509	0,258819045	1	0,093883853	0,080146928
121	0,058433044	0,965925826	0,866025404	0,707106781	0,5	-0,2	-1,25	-2,165063509	-1,767766953	0,5	0,965925826	0,086088368	0,066818787
122	0,069939543	0,866025404	0,707106781	0,5	0,258819045	-0,647047613	-1,767766953	-2,414814566	-1,25	0,707106781	0,866025404	0,012892632	0,094085493
123	0,004350182	0,707106781	0,5	0,258819045	-0,2	-1,25	-2,165063509	-2,5	-0,647047613	0,866025404	0,707106781	0,006553744	0,08054521
124	0,052065433	0,5	0,258819045	-0,2	-0,647047613	-1,767766953	-2,414814566	-2,414814566	-0,2	0,965925826	0,5	0,097361611	0,092382979
125	0,021539637	0,258819045	-0,2	-0,647047613	-1,25	-2,165063509	-2,5	-2,165063509	0,258819045	1	0,258819045	0,028060679	0,080691159
126	0,029766397	-0,2	-0,647047613	-1,25	-1,767766953	-2,414814566	-2,414814566	-1,767766953	0,5	0,965925826	3,68E-16	0,035628176	0,00392117
127	0,062651981	-0,647047613	-1,25	-1,767766953	-2,165063509	-2,5	-2,165063509	-1,25	0,707106781	0,866025404	0,09548287	0,098131304	0,043958056
128	0,086589177	-1,25	-1,767766953	-2,165063509	-2,414814566	-2,414814566	-1,767766953	-0,647047613	0,866025404	0,707106781	0,070403455	0,097022279	0,097339269
129	0,040968406	-1,767766953	-2,165063509	-2,414814566	-2,5	-2,165063509	-1,25	-0,2	0,965925826	0,5	0,072154146	0,007022206	0,068150258
130	0,07747459	-2,165063509	-2,414814566	-2,5	-2,414814566	-1,767766953	-0,647047613	0,258819045	1	0,258819045	0,049589075	0,008972644	0,068198069
131	0,068672443	-2,414814566	-2,5	-2,414814566	-2,165063509	-1,25	-0,2	0,5	0,965925826	3,68E-16	0,002870855	0,044314979	0,007414625
132	0,01215174	-2,5	-2,414814566	-2,165063509	-1,767766953	-0,647047613	0,258819045	0,707106781	0,866025404	0,055389216	0,007057299	0,047836741	0,029547765
133	0,056719571	-2,414814566	-2,165063509	-1,767766953	-1,25	-0,2	0,5	0,866025404	0,707106781	0,036046096	0,032513801	0,054416608	0,05886732
134	0,022786894	-2,165063509	-1,767766953	-1,25	-0,647047613	0,258819045	0,707106781	0,965925826	0,5	0,097583839	0,087435516	0,065554578	0,07836631
135	0,079039848	-1,767766953	-1,25	-0,647047613	-0,2	0,5	0,866025404	1	0,258819045	0,072658375	0,001188598	0,027386436	0,053572247
136	0,070628443	-1,25	-0,647047613	-0,2	0,258819045	0,707106781	0,965925826	0,965925826	3,68E-16	0,003133261	0,081871089	0,090128344	0,084583212
137	0,037621658	-0,647047613	-0,2	0,258819045	0,5	0,866025404	1	0,866025404	0,085401859	0,082895765	0,047714339	0,051263978	0,075691204
138	0,00952911	-0,2	0,258819045	0,5	0,707106781	0,965925826	0,965925826	0,707106781	0,004398303	0,038444755	0,09285888	0,01633739	0,069248728
139	0,008816709	0,258819045	0,5	0,707106781	0,866025404	1	0,866025404	0,5	0,047661523	0,047123841	0,037121534	0,059018118	0,036738104
140	0,035742289	0,5	0,707106781	0,866025404	0,965925826	0,965925826	0,707106781	0,258819045	0,014987736	0,07628233	0,072314562	0,053895851	0,082038709
141	0,041150511	0,707106781	0,866025404	0,965925826	1	0,866025404	0,5	3,68E-16	0,024820382	0,096759209	0,073731666	0,021201	0,093782186
142	0,029057003	0,866025404	0,965925826	1	0,965925826	0,707106781	0,258819045	0,065637144	0,05486663	0,051827985	0,054738352	0,007630037	0,011380827
143	0,001290921	0,965925826	1	0,965925826	0,866025404	0,5	3,68E-16	0,012651685	0,068361297	0,065250765	0,024164557	0,044326118	0,006711404
144	0,048529022	1	0,965925826	0,866025404	0,707106781	0,258819045	0,080859301	0,036370307	0,035048462	0,043109537	0,040366295	0,01799899	0,051035806
145	0,035457177	0,965925826	0,866025404	0,707106781	0,5	3,68E-16	0,073784877	0,080664892	0,061159161	0,028075858	0,06330233	0,097308269	0,093940391
146	0,015157049	0,866025404	0,707106781	0,5	0,258819045	0,057506462	0,091508599	0,070346251	0,039139572	0,089350698	0,043357354	0,054263745	0,077849133
147	0,053970365	0,707106781	0,5	0,258819045	3,68E-16	0,098104534	0,076813318	0,023007906	0,085440429	0,044496942	0,073514655	0,030468828	0,092858056
148	0,060354707	0,5	0,258819045	3,68E-16	0,066022329	0,044776012	0,088410887	0,037231832	0,068858192	0,02838871	0,034457623	0,056874487	0,032526301
149	0,06012063	0,258819045	3,68E-16	0,054524879	0,095813058	0,0920578	0,091912312	0,00953748	0,085105504	0,056443617	0,061172058	0,055587934	0,035346691
150	0,003075289	3,68E-16	0,002795959	0,029599623	0,038788247	0,031325903	0,059914263	0,08931942	0,089435949	0,086962425	0,005541702	0,063262329	0,068369989
151	0,086847632	0,095833274	0,05604205	0,07472296	0,024456995	0,019757592	0,02854136	0,020538328	0,049073453	0,071522206	0,017334019	0,056493308	0,074315231
152	0,025532904	0,056156738	0,011594386	0,009542125	0,050685232	0,082861003	0,079605039	0,047431116	0,078273264	0,097682122	0,016883832	0,025074696	0,056130736
153	0,030823291	0,030375054	0,079876416	0,054875739	0,087690346	0,091831565	0,036033413	0,022289063	0,032835206	0,070743338	0,069070885	0,025123804	0,053803712
154	0,042444316	0,022167059	0,060712641	0,046937897	0,029079872	0,000466876	0,08452058	0,045635063	0,078376832	0,033729036	0,010206138	0,044050774	0,004210371
155	0,082725458	0,051954936	0,079954683	0,023066744	0,031410261	0,081767829	0,058807325	0,006817042	0,065828942	0,06280023	0,006565141	0,097662935	0,015201249
156	0,021780433	0,042414185	0,065930572	0,053059832	0,069189984	0,019092195	0,030577195	0,031788999	0,087216242	0,053368788	0,060018817	0,05498792	0,032993172
157	0,097721723	0,065963239	0,09813083	0,010943191	0,059522706	0,038560832	0,037363001	0,042515583	0,082322253	0,053374842	0,012340716	0,038689756	0,068005229
158	0,06313827	0,013376129	0,098040026	0,003883632	0,024308277	0,044263459	0,08256955	0,047833358	0,043244494	0,016985922	0,092334867	0,066314195	0,016416912
159	0,026904204	0,078407524	0,031189453	0,07898891	0,008316344	0,04605173	0,01009091	0,023740805	0,026184	0,014557497	0,013872934	0,059775739	0,088962256
160	0,06719656	0,01217286	0,061409781	0,080673576	0,036199898	0,099888832	0,075288985	0,085954639	0,023595617	0,066805751	0,00766699	0,011462477	0,005374534
161	0,008391073	0,031496758	0,050563312	0,015334945	0,019868586	0,060240338	0,092986491	0,038464179	0,093064034	0,087054883	0,076137729	0,001039234	0,039019518
162	0,01991776	0,076757253	0,021556066	0,005898548	0,071759656	0,020274917	0,078722162	0,03544705	0,008289935	0,098541059	0,024980978	0,009381284	0,038079064
163	0,018042101	0,073185761	0,061003026	0,081068987	0,048684998	0,063110427	0,087936695	0,068003698	0,02807357	0,032510387	0,061718028	0,019577597	0,042269145
164	0,07265674	0,091447924	0,051993024	0,091743062	0,035870635	0,093486446	0,083735768	0,04920386	0,048580827	0,052776894	0,027162984	0,004712907	0,025055305
165	0,026578795	0,06693783	0,025472334	0,016739291	0,03187974	0,041651349	0,085039715	0,059787215	0,033647925	0,062965626	0,027063651	0,003385059	0,035378367
166	0,012836318	0,094158131	0,05687269	0,063371551	0,071846744	0,077096135	0,023771919	0,026166757	0,020452452	0,0989107	0,096309088	0,099379796	0,098703167
167	0,067099282	0,052795302	0,06748949	0,035720726	0,020611917	0,072118085	0,048231604	0,026956154	0,029449742	0,084920693	0,026165357	0,032303952	0,099367573
168	0,061321781	0,054950027	0,028554092	0,025231479	0,010133015	0,060143722	0,087485833	0,045853905	0,027098324	0,010363879	0,036023081	0,09192708	0,046272119
169	0,047791937	0,027975896	0,076593497	0,044829195	0,029185404	0,008569745	0,001007728	0,052175187	0,088514273	0,064551133	0,050336812	0,015184765	0,064481409
170	0,071218962	0,014992537	0,022818052	0,039332575	0,027804802	0,0504496	0,056402566	0,011201929	0,090404111	0,032939105	0,09387623	0,085755751	0,07574316
171	0,015422802	0,025781261	0,053106185	0,076677834	0,054285561	0,08636346	0,048488082	0,082030428	0,088225639	0,044455816	0,069404284	0,082941278	0,007974965
172	0,059924863	0,016845208	0,065197277	0,081592265	0,019028448	0,016718449	0,07306838	0,083926543	0,068991135	0,058048349	0,056204324	0,029476386	0,057781047
