Project Name/TEST													
Project Type/Forward(S)													
Shot Offset/5/meter													
Geophone Interval/5/meter													
Trigger Value/0,25/miliVolt													
Data Count/501													
Record Length/500/microSecond													
Comments/TEST													
Time	Channel-1	Channel-2	Channel-3	Channel-4	Channel-5	Channel-6	Channel-7	Channel-8	Channel-9	Channel-10	Channel-11	Channel-12	Channel-13
62	0,030266257	0,00588202	0,030400372	0,079209453	0,080502587	0,086966071	0,0509514	0,088015608	0,006156138	0,03687725	0,058941278	0,026239348	0,096930603
63	0,030266257	0,080591692	0,039363388	0,0259464	0,099483201	0,001657247	0,047940088	0,027145332	0,00533961	0,046557763	0,050983385	0,004635766	0,002865438
64	0,030266257	0,060165001	0,081848602	0,007321459	0,021510656	0,059032479	0,021324823	0,004110704	0,005225782	0,032561776	0,074027925	0,031700636	0,05827893
65	0,030266257	0,082036427	0,071027054	0,022662775	0,067824223	0,016057274	0,025948742	0,005800513	0,080195951	0,047633936	0,028242759	0,038194054	0,016799383
66	0,030266257	0,008685758	0,047254162	0,077874481	0,019297349	0,053034969	0,044227919	0,034373597	0,001250631	0,097815954	0,063006213	0,096420569	0,010366181
67	0,030266257	0,002239861	0,098998355	0,030393792	0,027753486	0,034875374	0,071394258	0,014238261	0,020995141	0,049484773	0,092597519	0,021313833	0,071348249
68	0,030266257	0,085970532	0,008573866	0,055139178	0,069007388	0,035365606	0,008549723	0,008929544	0,070675615	0,060816928	0,079829453	0,012378114	0,080855244
69	0,030266257	0,099490749	0,072760376	0,060362668	0,01495421	0,017402406	0,00271603	0,005421604	0,079366749	0,025582327	0,088879594	0,026943968	0,022465764
70	0	0,062496615	0,003949561	0,095728557	0,088509439	0,08407763	0,079421463	0,037860818	0,01246355	0,003914219	0,035675136	0,079014552	0,035333433
71	0,258819045	0,021076312	0,061466884	0,044193457	0,006924148	0,008939731	0,014256645	0,086272392	0,048351261	0,038504103	0,061767467	0,024282391	0,016377246
72	0,5	0,089450606	0,069807595	0,003703976	0,040604194	0,066948325	0,059424682	0,021247239	0,079519542	0,007482437	0,026455473	0,020864124	0,01284664
73	0,707106781	0,053890314	6,12E-05	0,005218837	0,094043917	0,046000659	0,007958051	0,048174485	0,001002085	0,080615514	0,062588184	0,072183426	0,075029918
74	0,866025404	0,061125679	0,014364073	0,087498027	0,010764281	0,079240057	0,049519441	0,003006817	0,05666142	0,09366883	0,009170371	0,059856796	0,092395737
75	0,965925826	0,005942959	0,043130745	0,010048381	0,03507141	0,076471173	0,06545121	0,089509025	0,036763529	0,036975674	0,070937509	0,07833501	0,035474072
76	1	0,01274337	0,005674075	0,016384471	0,085734897	0,073864633	0,004273747	0,073206525	0,070598559	0,029913228	0,062696852	0,095469427	0,049849332
77	0,965925826	0,077984829	0,025325812	0,09716284	0,076612936	0,022963228	0,037232485	0,006231961	0,054301775	0,068828852	0,033416933	0,053333177	0,023865252
78	0,866025404	0,045731415	0,054443645	0,071342808	0,071183847	0,017743096	0,026561081	0,02103053	0,025287783	0,000960196	0,064707863	0,00595034	0,063579474
79	0,707106781	0,023298345	0,026263458	0,054895639	0,095638845	0,098687505	0,031955883	0,007540206	0,05125254	0,017898026	0,074431056	0,088069504	0,033765801
80	0,5	0,016814041	0,016299754	0,000452983	0,04402503	0,028809955	0,090091539	0,020576321	0,090848484	0,055109391	0,080360464	0,017077792	0,066150815
81	0,258819045	0,082360431	0,050981316	0,050848462	0,017243072	0,068143299	0,013904838	0,086975728	0,017214871	0,078106518	0,09217655	0,002375082	0,06067537
82	-0,2	0,028970825	0,06670043	0,076515433	0,015896864	0,070798767	0,01883224	0,02635822	0,061188589	0,077178935	0,017963195	0,034858351	0,052556344
83	-0,647047613	0,064270472	0,061444852	0,079041872	0,055304181	0,004255235	0,079734308	0,08609892	0,017808001	0,095399748	0,012850581	0,042512699	0,091686345
84	-1,25	0,026267435	0,062745683	0,032509595	0,009263413	0,039885374	0,010433178	0,01698732	0,015359738	0,00702458	0,080944985	0,01865796	0,010604571
85	-1,767766953	0,021171833	0,030226741	0,057754409	0,069628648	0,089395471	0,015525478	0,080544865	0,067756898	0,087417728	0,019863517	0,079850954	0,012312487
86	-2,165063509	0,094887458	0,059998717	0,098344206	0,065706845	0,042578561	0,089689822	0,049325645	0,042599894	0,045992394	0,038751836	0,024485227	0,070882975
87	-2,414814566	0,073821714	0,035377508	0,07983616	0,007391075	0,072719154	0,019130427	0,046829096	0,025584168	0,003533468	0,033132655	0,090644139	0,06627315
88	-2,5	0,028896533	0,025731953	0,006599318	0,013168935	0,04079672	0,054214624	0,009413999	0,08183562	0,084518417	0,028443209	0,019715828	0,064267175
89	-2,414814566	0,097557153	0,083275467	0,027717471	0,082292734	0,000409522	0,037642327	0,029998841	0,050832915	0,056340148	0,040520847	0,069240531	0,002027994
90	-2,165063509	0	0,035882482	0,032621994	0,078541002	0,044843378	0,043834997	0,087144447	0,020092333	0,028451688	0,005959921	0,055098172	0,032197497
91	-1,767766953	0,258819045	0,061035543	0,077392079	0,063510254	0,094989429	0,030919894	0,009310229	0,007547673	0,066426181	0,023045954	0,079062375	0,061923145
92	-1,25	0,5	0,021950164	0,085681525	0,004441411	0,073496627	0,057622958	0,004316934	0,081033703	0,096790356	0,039460877	0,000204859	0,026577321
93	-0,647047613	0,707106781	0,054554613	0,064180157	0,083295592	0,035425514	0,062494995	0,062781937	0,084911619	0,067014744	0,066113289	0,019451216	0,020884869
94	-0,2	0,866025404	0,090140495	0,097525783	0,044464251	0,015617462	0,085546439	0,062307679	0,045601428	0,011315517	0,092449059	0,053679549	0,036370338
95	0,258819045	0,965925826	0,062303016	0,046531046	0,058766219	0,010945063	0,090006765	0,093464825	0,099353779	0,082994901	0,069291645	0,098037303	0,081701382
96	0,5	1	0,095919909	0,059969462	0,095051799	0,055500362	0,093441366	0,070946323	0,061024319	0,03435401	0,065767771	0,058736338	0,058819007
97	0,707106781	0,965925826	0,085867046	0,036590212	0,036980542	0,086346335	0,068788289	0,086707133	0,066497736	0,047931676	0,063051832	0,061209794	0,077669296
98	0,866025404	0,866025404	0,004509508	0,060631058	0,037732032	0,020156318	0,012338083	0,07696974	0,092434109	0,04389188	0,077857189	0,097176527	0,065968913
99	0,965925826	0,707106781	0,09265573	0,058691163	0,067984154	0,059502419	0,097162452	0,036265289	0,056584362	0,038216669	0,08659496	0,071276608	0,084995722
100	1	0,5	0,051530695	0,067938349	0,056724275	0,056793077	0,056470499	0,011319229	0,038376024	0,045950459	0,01515351	0,00735117	0,021787439
101	0,965925826	0,258819045	0,04832847	0,036580784	0,043170808	0,064937313	0,051565823	0,003921055	0,025152364	0,070505763	0,001092908	0,078914529	0,022962687
102	0,866025404	-0,2	0,068047096	0,079465741	0,019194402	0,094827596	0,025688132	0,001107932	0,057631778	0,054270166	0,07121172	0,086899514	0,005378373
103	0,707106781	-0,647047613	0,052512051	0,040492249	0,089685583	0,059472025	0,080734989	0,086809098	0,049268912	0,035170992	0,066985676	0,024537562	0,002531713
104	0,5	-1,25	0,02715515	0,028439951	0,065344676	0,064072507	0,05368863	0,094447784	0,041118652	0,000364344	0,060113249	0,030164611	0,021921303
105	0,258819045	-1,767766953	0,050494994	0,088453809	0,009419189	0,020595875	0,060897993	0,087616454	0,088313851	0,063357492	0,037760106	0,090027444	0,080686453
106	3,68E-16	-2,165063509	0,037304532	0,047995799	0,031000327	0,091112887	0,019508618	0,021917907	0,008883248	0,039016246	0,00521331	0,062948944	0,054178762
107	0,085838004	-2,414814566	0,03671277	0,075462233	0,082553799	0,022735366	0,041137194	0,066894236	0,01975258	0,038143376	0,054114822	0,0367574	0,023884235
108	0,057488347	-2,5	0,006177303	0,089287964	0,014756888	0,031745331	0,083157412	0,07470257	0,002646498	0,098218386	0,070514156	0,070380777	0,064623437
109	0,094477387	-2,414814566	0,02900811	0,066552876	0,077059601	0,060755178	0,025822981	0,068584965	0,028405122	0,093331538	0,085681994	0,015614304	0,066910381
110	0,088931483	-2,165063509	0	0,025305817	0,017709833	0,091210787	0,014989223	0,001311055	0,067054344	0,039377825	0,024442873	0,080971438	0,087532603
111	0,058985819	-1,767766953	0,258819045	0,048010583	0,037554349	0,002515182	0,086882558	0,04356944	0,014038911	0,050341032	0,055182293	0,023000424	0,075419416
112	0,062532096	-1,25	0,5	0,088812142	0,066770615	0,029407702	0,006089942	0,035940266	0,028919345	0,019461909	0,049764625	0,098655674	0,08909081
113	0,0987906	-0,647047613	0,707106781	0,013598476	0,017095873	0,080590864	0,00509584	0,047803092	0,079290678	0,012474838	0,016744145	0,000647727	0,087583125
114	0,052920143	-0,2	0,866025404	0,075775789	0,075845956	0,039537536	0,075343952	0,028211174	0,086233228	0,014452751	0,035108881	0,023767363	0,075352527
115	0,096323305	0,258819045	0,965925826	0,07760736	0,017050754	0,003214542	0,04804742	0,066403844	0,059310081	0,023558386	0,044720159	0,054059056	0,080546406
116	0,045127362	0,5	1	0,089033394	0,058520162	0,054287941	0,022013812	0,043710687	0,062766051	0,067271744	0,073054162	0,058437236	0,089664688
117	0,064901773	0,707106781	0,965925826	0,084343488	0,02048691	0,067661791	0,003118722	0,015103717	0,022893483	0,035724721	0,086729108	0,022123508	0,045674438
118	0,091749835	0,866025404	0,866025404	0,018467005	0,016295683	0,098230901	0,008091777	0,090309	0,038524935	0,090255517	0,083723276	0,036546285	0,080556993
119	0,035962413	0,965925826	0,707106781	0,070118006	0,060640187	0,018364218	0,096442683	0,016401597	0,003446821	0,055648805	0,081390408	0,022582184	0,023067517
120	0,088656572	1	0,5	0,0099449	0,05250097	0,022935879	0,019437211	0,038453019	0,069010031	0,089821003	0,022058915	0,016593309	0,037271779
121	0,019616125	0,965925826	0,258819045	0,045407167	0,088498878	0,018422282	0,068298313	0,086864416	0,088414432	0,059200008	0,059242366	0,088757498	0,099270216
122	0,050734779	0,866025404	-0,2	0,065436025	0,01940083	0,069762348	0,073606751	0,030455887	0,016367075	0,051610577	0,068013009	0,018489386	0,034641802
123	0,041259323	0,707106781	-0,647047613	0,095358148	0,041310856	0,01145055	0,070612733	0,080857296	0,014812608	0,015733523	0,03206255	0,03731213	0,024840119
124	0,055737376	0,5	-1,25	0,050896352	0,026112875	0,074413729	0,069484784	0,053818763	0,020965839	0,058253344	0,015253261	0,012771108	0,046940161
125	0,018605499	0,258819045	-1,767766953	0,032147196	0,038209929	0,017619167	0,032603894	0,039597549	0,021936835	0,05287392	0,045210776	0,055046907	0,077586903
126	0,019229688	3,68E-16	-2,165063509	0,014433395	0,066469563	0,0283667	0,059662338	0,092725457	0,038965802	0,009445033	0,048194958	0,006665567	0,011063692
127	0,04514264	0,067335243	-2,414814566	0,091223153	0,089683297	0,061650934	0,004402172	0,057329053	0,035202356	0,002776241	0,007731743	0,019840755	0,006680461
128	0,075611756	0,090999008	-2,5	0,027378098	0,022591455	0,008082012	0,042425766	0,079753633	0,014766057	0,031162697	0,012939435	0,028146508	0,005095338
129	0,089509392	0,067249761	-2,414814566	0,053745392	0,029341645	0,001569497	0,051574742	0,079439187	0,088122814	0,03940747	0,023536117	0,021745513	0,083677232
130	0,036268224	0,031476013	-2,165063509	0	0,087977032	0,085132794	0,037422973	0,065053875	0,07764836	0,069599189	0,007669541	0,01218042	0,060458357
131	0,079468655	0,094872536	-1,767766953	0,258819045	0,04128555	0,01098983	0,053640066	0,048666497	0,017250644	0,095027566	0,078782436	0,083327045	0,090043811
132	0,078482699	0,018822186	-1,25	0,5	0,063068286	0,067319767	0,078787924	0,004684793	0,068984559	0,044880951	0,099071591	0,052705189	0,010650433
133	0,008638347	0,065443532	-0,647047613	0,707106781	0,011074969	0,010299093	0,08977592	0,054094489	0,028258863	0,013272584	0,070532288	0,072393451	0,008522984
134	0,011648197	0,005744997	-0,2	0,866025404	0,077074302	0,051594914	0,084193642	0,011587489	0,091621325	0,09965041	0,091127449	0,095430415	0,018808809
135	0,065669567	0,012062701	0,258819045	0,965925826	0,015074501	0,031691574	0,006061504	0,017062387	0,085631135	0,057943715	0,016707672	0,099886456	0,021500854
136	0,011395854	0,05660079	0,5	1	0,037364273	0,01507214	0,004465147	0,018380634	0,054090512	0,038415951	0,020759158	0,017075058	0,027006969
137	0,041909964	0,042071163	0,707106781	0,965925826	0,060792323	0,083301802	0,091537349	0,071015754	0,017229415	0,061719672	0,056490781	0,049517509	0,017156367
138	0,033562815	0,054050335	0,866025404	0,866025404	0,0139367	0,098696046	0,022327869	0,020190973	0,09875958	0,068423806	0,094534872	0,060924974	0,006778832
139	0,019204419	0,042598433	0,965925826	0,707106781	0,075845551	0,061824854	0,091904416	0,042869897	0,051097287	0,09010355	0,009593831	0,026537724	0,021586513
140	0,089747768	0,071841324	1	0,5	0	0,09698158	0,001489392	0,082980082	0,084815904	0,013586664	0,042302288	0,03408095	0,030859466
141	0,043855164	0,000819197	0,965925826	0,258819045	0,258819045	0,071766543	0,095663555	0,008347788	0,005984895	0,003951892	0,023449991	0,089262157	0,00286504
142	0,012187838	0,095468369	0,866025404	-0,2	0,5	0,051615434	0,086362226	0,071639282	0,03474799	0,070331367	0,06360916	0,04229997	0,070977557
143	0,047336204	0,085973153	0,707106781	-0,647047613	0,707106781	0,039991626	0,067673316	0,023243911	0,015345619	0,046967609	0,027968919	0,026988552	0,084244543
144	0,085750617	0,033138314	0,5	-1,25	0,866025404	0,037267218	0,059485661	0,058853797	0,00999611	0,019419676	0,073658558	0,005528569	0,072500575
145	0,056752544	0,015570057	0,258819045	-1,767766953	0,965925826	0,063814079	0,080033604	0,071526787	0,012983088	0,030606932	0,001746991	0,076907646	0,095614889
146	0,000704472	0,017503098	3,68E-16	-2,165063509	1	0,062421548	0,061744064	0,013497694	0,034237943	0,079423989	0,069964019	0,066803414	0,041186399
147	0,033979957	0,014321505	0,026702262	-2,414814566	0,965925826	0,002382928	0,089492399	0,064399641	0,073654997	0,043307097	0,031580932	0,015946927	0,08231968
148	0,059205227	0,021773749	0,015509254	-2,5	0,866025404	0,084827804	0,042932788	0,039489226	0,063627184	0,068802335	0,046528868	0,080438222	0,092267133
149	0,092540192	0,075228285	0,098620655	-2,414814566	0,707106781	0,008259983	0,042142217	0,061131764	0,004810651	0,090203166	0,082173962	0,058386762	0,093319733
150	0,025843695	0,082977358	0,065265212	-2,165063509	0,5	0	0,070577909	0,044038815	0,067243331	0,017900911	0,077337257	0,056698564	0,074198207
151	0,04112506	0,074213459	0,00405709	-1,767766953	0,258819045	0,258819045	0,037168149	0,097504465	0,044328677	0,088944247	0,002431663	0,058655823	0,01977017
152	0,038992048	0,056281789	0,090536617	-1,25	-0,2	0,5	0,055633509	0,017051949	0,013099336	0,00154233	0,097217979	0,04902759	0,044155337
153	0,012584136	0,018308038	0,004353512	-0,647047613	-0,647047613	0,707106781	0,093180303	0,026427765	0,092381991	0,07067071	0,083782552	0,096323286	0,071914247
154	0,068702191	0,030990959	0,077181754	-0,2	-1,25	0,866025404	0,07874981	0,023413626	0,041682049	0,062912061	0,011175375	0,018984021	0,033434417
155	0,066960174	0,0818112	0,034535901	0,258819045	-1,767766953	0,965925826	0,091167546	0,077097465	0,060139597	0,047262651	0,030435075	0,05209964	0,035746042
156	0,094380098	0,039908707	0,007261397	0,5	-2,165063509	1	0,071635281	0,097937811	0,072148732	0,058039302	0,002892498	0,098796625	0,017957052
157	0,023242449	0,095451204	0,00526343	0,707106781	-2,414814566	0,965925826	0,078778106	0,043184979	0,016005527	0,002480903	0,03067128	0,008299682	0,035750598
158	0,091079658	0,037999287	0,046086885	0,866025404	-2,5	0,866025404	0,059922587	0,003766447	0,081139718	0,03918512	0,013578481	0,005213525	0,052406297
159	0,02429744	0,070736761	0,002957491	0,965925826	-2,414814566	0,707106781	0,045429161	0,061359173	0,080422124	0,069419502	0,069946602	0,070178871	0,011318565
160	0,034986451	0,013506481	0,072945042	1	-2,165063509	0,5	0	0,06075099	0,056587927	0,049585125	0,030637389	0,089519598	0,070758274
161	0,035814502	0,018074742	0,022650483	0,965925826	-1,767766953	0,258819045	0,258819045	0,071507951	0,083982678	0,012728043	0,041012747	0,075694594	0,090834323
162	0,070122634	0,019034045	0,054106791	0,866025404	-1,25	-0,2	0,5	0,018175445	0,061630447	0,053834566	0,067313528	0,088928089	0,073415213
163	0,084444294	0,020525576	0,079028757	0,707106781	-0,647047613	-0,647047613	0,707106781	0,093597528	0,080336039	0,013465064	0,031283703	0,062842235	0,018032862
164	0,020977975	0,006041721	0,027840861	0,5	-0,2	-1,25	0,866025404	0	0,027837805	0,010733418	0,093754252	0,046706853	0,029979035
165	0,031478038	0,093818059	0,092354729	0,258819045	0,258819045	-1,767766953	0,965925826	0,258819045	0,048812073	0,020694804	0,043449786	0,064588163	0,078030388
166	0,092309969	0,099446886	0,0778428	3,68E-16	0,5	-2,165063509	1	0,5	0,095453	0,075608146	0,013983957	0,072514469	0,014107256
167	0,024070098	0,007786848	0,095126352	0,066329055	0,707106781	-2,414814566	0,965925826	0,707106781	0,025013666	0,048647748	0,004279159	0,076151197	0,077740492
168	0,042214526	0,090692482	0,080876551	0,018862898	0,866025404	-2,5	0,866025404	0,866025404	0	0,078584102	0,051729785	0,083856123	0,058980757
169	0,093966828	0,094372654	0,004285384	0,068527601	0,965925826	-2,414814566	0,707106781	0,965925826	0,258819045	0,085845147	0,037782032	0,054706616	0,066958017
170	0,034647784	0,069556268	0,081517721	0,092130901	1	-2,165063509	0,5	1	0,5	0,005006723	0,089795895	0,031112398	0,096236165
171	0,076934375	0,024284429	0,046089639	0,059992711	0,965925826	-1,767766953	0,258819045	0,965925826	0,707106781	0,072545675	0,066447785	0,066843609	0,010027017
